metric,value
rougeL_recall,0.13333333333333333
bertscore,0.04510362818837166
novel_ngrams,0.8987341772151899
jsd_stats,0.43668775260738973
entity_coverage,0.2857142857142857
entity_hallucination,0.0
ncd_overlap,0.876750700280112
salience_recall,0.4
nli_faithfulness,0.4
readability_delta,-0.6478642539038297
sentence_coherence,0.2890583276748657
entity_grid_coherence,0.25
lexical_diversity,0.6419753086419753
stopword_ratio,0.3333333333333333
bookscore,0.0
questeval,0.45156783561731223
